ano,mes,orgao,funcao,uf,valor_pago,licitacao,fav_tipo
2020,5,Ministério da Justiça,Segurança,SP,4773523.91,SIM,PESSOA
2020,5,Ministério da Saúde,Saúde,RJ,12599434.63,SIM,PESSOA
2020,5,Ministério da Educação,Educação,RJ,6922277.59,SIM,EMPRESA
2020,5,Ministério da Justiça,Segurança,RJ,5696198.63,SIM,EMPRESA
2020,5,Ministério da Saúde,Saúde,MG,12168293.72,NAO,PESSOA
2020,5,Ministério da Educação,Educação,MG,8227430.25,NAO,PESSOA
2020,5,Ministério da Justiça,Segurança,MG,5227658.38,SIM,EMPRESA
2020,5,Ministério da Saúde,Saúde,BA,13585033.14,SIM,PESSOA
2020,5,Ministério da Educação,Educação,BA,7267185.88,NAO,EMPRESA
2020,5,Ministério da Justiça,Segurança,BA,7076898.35,SIM,EMPRESA
2020,5,Ministério da Saúde,Saúde,PR,12723185.79,SIM,EMPRESA
2020,5,Ministério da Educação,Educação,PR,8862415.98,NAO,EMPRESA
2020,5,Ministério da Justiça,Segurança,PR,5089956.62,SIM,PESSOA
2020,5,Ministério da Saúde,Saúde,RS,15568489.83,SIM,PESSOA
2020,5,Ministério da Educação,Educação,RS,8291477.38,NAO,EMPRESA
2020,5,Ministério da Justiça,Segurança,RS,7792450.94,SIM,PESSOA
2020,5,Ministério da Saúde,Saúde,SC,14242518.07,NAO,EMPRESA
2020,5,Ministério da Educação,Educação,SC,7330622.76,NAO,PESSOA
2020,5,Ministério da Justiça,Segurança,SC,6663632.57,NAO,EMPRESA
2020,5,Ministério da Saúde,Saúde,PE,16023877.45,SIM,EMPRESA
2020,5,Ministério da Educação,Educação,PE,7952587.52,SIM,PESSOA
2020,5,Ministério da Justiça,Segurança,PE,8024690.14,SIM,PESSOA
2020,5,Ministério da Saúde,Saúde,CE,13622345.59,SIM,EMPRESA
2020,5,Ministério da Educação,Educação,CE,9637659.24,NAO,PESSOA
2020,5,Ministério da Justiça,Segurança,CE,6690336.13,NAO,PESSOA
2020,5,Ministério da Saúde,Saúde,PA,19263719.36,SIM,EMPRESA
2020,5,Ministério da Educação,Educação,PA,12154971.08,SIM,PESSOA
2020,5,Ministério da Justiça,Segurança,PA,7298165.65,NAO,PESSOA
2020,6,Ministério da Saúde,Saúde,SP,12246520.32,NAO,PESSOA
2020,6,Ministério da Educação,Educação,SP,6767822.13,SIM,EMPRESA
2020,6,Ministério da Justiça,Segurança,SP,5004365.75,SIM,EMPRESA
2020,6,Ministério da Saúde,Saúde,RJ,11968355.9,SIM,PESSOA
2020,6,Ministério da Educação,Educação,RJ,5747934.52,SIM,PESSOA
2020,6,Ministério da Justiça,Segurança,RJ,5866960.34,SIM,EMPRESA
2020,6,Ministério da Saúde,Saúde,MG,13951795.14,SIM,EMPRESA
2020,6,Ministério da Educação,Educação,MG,8644999.18,SIM,EMPRESA
2020,6,Ministério da Justiça,Segurança,MG,5958194.4,SIM,PESSOA
2020,6,Ministério da Saúde,Saúde,BA,11906913.33,NAO,EMPRESA
2020,6,Ministério da Educação,Educação,BA,7277575.02,SIM,EMPRESA
2020,6,Ministério da Justiça,Segurança,BA,7193253.87,SIM,PESSOA
2020,6,Ministério da Saúde,Saúde,PR,16269927.12,NAO,EMPRESA
2020,6,Ministério da Educação,Educação,PR,9154359.62,SIM,EMPRESA
2020,6,Ministério da Justiça,Segurança,PR,6215903.89,SIM,EMPRESA
2020,6,Ministério da Saúde,Saúde,RS,13697829.56,SIM,PESSOA
2020,6,Ministério da Educação,Educação,RS,8149805.05,SIM,EMPRESA
2020,6,Ministério da Justiça,Segurança,RS,4529155.88,SIM,EMPRESA
2020,6,Ministério da Saúde,Saúde,SC,18194053.98,NAO,EMPRESA
2020,6,Ministério da Educação,Educação,SC,8203339.75,SIM,EMPRESA
2020,6,Ministério da Justiça,Segurança,SC,7062571.65,NAO,EMPRESA
2020,6,Ministério da Saúde,Saúde,PE,13562225.34,NAO,PESSOA
2020,6,Ministério da Educação,Educação,PE,8741222.3,SIM,PESSOA
2020,6,Ministério da Justiça,Segurança,PE,6302163.76,NAO,EMPRESA
2020,6,Ministério da Saúde,Saúde,CE,16754487.54,SIM,EMPRESA
2020,6,Ministério da Educação,Educação,CE,10181987.31,NAO,PESSOA
2020,6,Ministério da Justiça,Segurança,CE,6482423.56,SIM,PESSOA
2020,6,Ministério da Saúde,Saúde,PA,17636923.87,NAO,EMPRESA
2020,6,Ministério da Educação,Educação,PA,12536572.84,NAO,EMPRESA
2020,6,Ministério da Justiça,Segurança,PA,7157015.32,SIM,EMPRESA
2020,7,Ministério da Saúde,Saúde,SP,8889207.76,SIM,PESSOA
2020,7,Ministério da Educação,Educação,SP,7436327.68,SIM,PESSOA
2020,7,Ministério da Justiça,Segurança,SP,5299163.25,SIM,PESSOA
2020,7,Ministério da Saúde,Saúde,RJ,10047984.5,NAO,PESSOA
2020,7,Ministério da Educação,Educação,RJ,7444679.07,SIM,EMPRESA
2020,7,Ministério da Justiça,Segurança,RJ,5452417.73,SIM,PESSOA
2020,7,Ministério da Saúde,Saúde,MG,12443190.03,NAO,EMPRESA
2020,7,Ministério da Educação,Educação,MG,6151301.07,SIM,PESSOA
2020,7,Ministério da Justiça,Segurança,MG,6380617.06,NAO,PESSOA
2020,7,Ministério da Saúde,Saúde,BA,12627521.31,NAO,EMPRESA
2020,7,Ministério da Educação,Educação,BA,9410945.97,SIM,PESSOA
2020,7,Ministério da Justiça,Segurança,BA,4832538.75,NAO,PESSOA
2020,7,Ministério da Saúde,Saúde,PR,14296015.22,SIM,PESSOA
2020,7,Ministério da Educação,Educação,PR,6211462.4,SIM,PESSOA
2020,7,Ministério da Justiça,Segurança,PR,6155192.88,NAO,EMPRESA
2020,7,Ministério da Saúde,Saúde,RS,14763589.07,SIM,EMPRESA
2020,7,Ministério da Educação,Educação,RS,8544629.68,SIM,EMPRESA
2020,7,Ministério da Justiça,Segurança,RS,6408162.78,SIM,PESSOA
2020,7,Ministério da Saúde,Saúde,SC,14587418.95,SIM,EMPRESA
2020,7,Ministério da Educação,Educação,SC,8441298.33,SIM,EMPRESA
2020,7,Ministério da Justiça,Segurança,SC,6619000.54,SIM,PESSOA
2020,7,Ministério da Saúde,Saúde,PE,13259377.93,SIM,PESSOA
2020,7,Ministério da Educação,Educação,PE,10691027.83,SIM,EMPRESA
2020,7,Ministério da Justiça,Segurança,PE,6678275.58,SIM,PESSOA
2020,7,Ministério da Saúde,Saúde,CE,15332362.92,SIM,PESSOA
2020,7,Ministério da Educação,Educação,CE,9998168.14,SIM,PESSOA
2020,7,Ministério da Justiça,Segurança,CE,6879965.29,SIM,PESSOA
2020,7,Ministério da Saúde,Saúde,PA,16412791.68,SIM,EMPRESA
2020,7,Ministério da Educação,Educação,PA,11451199.29,SIM,PESSOA
2020,7,Ministério da Justiça,Segurança,PA,7076484.97,NAO,PESSOA
2020,8,Ministério da Saúde,Saúde,SP,11029977.49,SIM,PESSOA
2020,8,Ministério da Educação,Educação,SP,6766594.67,SIM,PESSOA
2020,8,Ministério da Justiça,Segurança,SP,3710915.0,SIM,EMPRESA
2020,8,Ministério da Saúde,Saúde,RJ,13209371.86,SIM,PESSOA
2020,8,Ministério da Educação,Educação,RJ,5838368.51,SIM,EMPRESA
2020,8,Ministério da Justiça,Segurança,RJ,4940771.05,SIM,EMPRESA
2020,8,Ministério da Saúde,Saúde,MG,12612329.84,SIM,PESSOA
2020,8,Ministério da Educação,Educação,MG,7678295.18,SIM,PESSOA
2020,8,Ministério da Justiça,Segurança,MG,5945858.6,SIM,PESSOA
2020,8,Ministério da Saúde,Saúde,BA,13365005.08,SIM,PESSOA
2020,8,Ministério da Educação,Educação,BA,8353836.46,SIM,PESSOA
2020,8,Ministério da Justiça,Segurança,BA,5946148.02,SIM,PESSOA
2020,8,Ministério da Saúde,Saúde,PR,14224829.6,SIM,EMPRESA
2020,8,Ministério da Educação,Educação,PR,8684780.74,NAO,PESSOA
2020,8,Ministério da Justiça,Segurança,PR,6453915.92,SIM,PESSOA
2020,8,Ministério da Saúde,Saúde,RS,11823722.07,NAO,EMPRESA
2020,8,Ministério da Educação,Educação,RS,8349184.76,SIM,PESSOA
2020,8,Ministério da Justiça,Segurança,RS,6420258.54,SIM,PESSOA
2020,8,Ministério da Saúde,Saúde,SC,14214133.14,SIM,EMPRESA
2020,8,Ministério da Educação,Educação,SC,9379963.52,SIM,PESSOA
2020,8,Ministério da Justiça,Segurança,SC,6305793.45,SIM,PESSOA
2020,8,Ministério da Saúde,Saúde,PE,15187260.46,SIM,PESSOA
2020,8,Ministério da Educação,Educação,PE,10278703.01,SIM,EMPRESA
2020,8,Ministério da Justiça,Segurança,PE,7583372.27,SIM,EMPRESA
2020,8,Ministério da Saúde,Saúde,CE,16076746.97,SIM,EMPRESA
2020,8,Ministério da Educação,Educação,CE,10552261.19,NAO,EMPRESA
2020,8,Ministério da Justiça,Segurança,CE,7281911.47,SIM,PESSOA
2020,8,Ministério da Saúde,Saúde,PA,18142067.77,SIM,PESSOA
2020,8,Ministério da Educação,Educação,PA,8010115.82,SIM,PESSOA
2020,8,Ministério da Justiça,Segurança,PA,7896011.61,NAO,EMPRESA
2020,9,Ministério da Saúde,Saúde,SP,13178892.72,SIM,EMPRESA
2020,9,Ministério da Educação,Educação,SP,6200447.22,SIM,EMPRESA
2020,9,Ministério da Justiça,Segurança,SP,5412777.08,SIM,PESSOA
2020,9,Ministério da Saúde,Saúde,RJ,13296763.93,SIM,PESSOA
2020,9,Ministério da Educação,Educação,RJ,7927999.5,NAO,PESSOA
2020,9,Ministério da Justiça,Segurança,RJ,6059878.07,NAO,EMPRESA
2020,9,Ministério da Saúde,Saúde,MG,10533425.34,SIM,EMPRESA
2020,9,Ministério da Educação,Educação,MG,7039306.29,NAO,PESSOA
2020,9,Ministério da Justiça,Segurança,MG,5377590.46,NAO,PESSOA
2020,9,Ministério da Saúde,Saúde,BA,12096946.6,SIM,EMPRESA
2020,9,Ministério da Educação,Educação,BA,6655433.94,SIM,EMPRESA
2020,9,Ministério da Justiça,Segurança,BA,6044949.34,SIM,EMPRESA
2020,9,Ministério da Saúde,Saúde,PR,13501446.64,NAO,EMPRESA
2020,9,Ministério da Educação,Educação,PR,7497054.2,SIM,EMPRESA
2020,9,Ministério da Justiça,Segurança,PR,6542203.02,SIM,EMPRESA
2020,9,Ministério da Saúde,Saúde,RS,16693856.47,SIM,EMPRESA
2020,9,Ministério da Educação,Educação,RS,8790365.44,SIM,PESSOA
2020,9,Ministério da Justiça,Segurança,RS,6942357.99,SIM,EMPRESA
2020,9,Ministério da Saúde,Saúde,SC,16667206.59,SIM,EMPRESA
2020,9,Ministério da Educação,Educação,SC,8948313.42,SIM,PESSOA
2020,9,Ministério da Justiça,Segurança,SC,6927641.16,SIM,PESSOA
2020,9,Ministério da Saúde,Saúde,PE,14401002.56,NAO,PESSOA
2020,9,Ministério da Educação,Educação,PE,9249885.41,SIM,PESSOA
2020,9,Ministério da Justiça,Segurança,PE,4873403.32,SIM,EMPRESA
2020,9,Ministério da Saúde,Saúde,CE,16557368.53,SIM,PESSOA
2020,9,Ministério da Educação,Educação,CE,9500453.18,SIM,EMPRESA
2020,9,Ministério da Justiça,Segurança,CE,7247022.38,SIM,EMPRESA
2020,9,Ministério da Saúde,Saúde,PA,17174564.06,SIM,EMPRESA
2020,9,Ministério da Educação,Educação,PA,9774445.93,NAO,PESSOA
2020,9,Ministério da Justiça,Segurança,PA,6410213.61,SIM,EMPRESA
2020,10,Ministério da Saúde,Saúde,SP,11727950.89,NAO,EMPRESA
2020,10,Ministério da Educação,Educação,SP,5923890.13,NAO,PESSOA
2020,10,Ministério da Justiça,Segurança,SP,4453869.62,NAO,EMPRESA
2020,10,Ministério da Saúde,Saúde,RJ,11311075.53,NAO,EMPRESA
2020,10,Ministério da Educação,Educação,RJ,6155112.83,SIM,PESSOA
2020,10,Ministério da Justiça,Segurança,RJ,3901921.55,NAO,EMPRESA
2020,10,Ministério da Saúde,Saúde,MG,12962762.41,SIM,PESSOA
2020,10,Ministério da Educação,Educação,MG,8552658.91,SIM,PESSOA
2020,10,Ministério da Justiça,Segurança,MG,5230243.05,SIM,PESSOA
2020,10,Ministério da Saúde,Saúde,BA,12230371.48,NAO,PESSOA
2020,10,Ministério da Educação,Educação,BA,8358829.47,SIM,PESSOA
2020,10,Ministério da Justiça,Segurança,BA,5449163.78,SIM,EMPRESA
2020,10,Ministério da Saúde,Saúde,PR,13691481.24,NAO,PESSOA
2020,10,Ministério da Educação,Educação,PR,9382042.35,SIM,EMPRESA
2020,10,Ministério da Justiça,Segurança,PR,6857840.69,SIM,PESSOA
2020,10,Ministério da Saúde,Saúde,RS,15530687.15,SIM,EMPRESA
2020,10,Ministério da Educação,Educação,RS,9037214.7,SIM,EMPRESA
2020,10,Ministério da Justiça,Segurança,RS,6674734.14,NAO,EMPRESA
2020,10,Ministério da Saúde,Saúde,SC,15644784.81,SIM,PESSOA
2020,10,Ministério da Educação,Educação,SC,7658687.59,SIM,EMPRESA
2020,10,Ministério da Justiça,Segurança,SC,6448536.53,NAO,PESSOA
2020,10,Ministério da Saúde,Saúde,PE,17386056.4,SIM,PESSOA
2020,10,Ministério da Educação,Educação,PE,9407043.24,NAO,PESSOA
2020,10,Ministério da Justiça,Segurança,PE,6676218.06,SIM,EMPRESA
2020,10,Ministério da Saúde,Saúde,CE,17035175.91,SIM,PESSOA
2020,10,Ministério da Educação,Educação,CE,10972957.18,NAO,EMPRESA
2020,10,Ministério da Justiça,Segurança,CE,6609496.9,NAO,EMPRESA
2020,10,Ministério da Saúde,Saúde,PA,15060812.58,SIM,PESSOA
2020,10,Ministério da Educação,Educação,PA,10708676.79,SIM,EMPRESA
2020,10,Ministério da Justiça,Segurança,PA,7692875.4,SIM,EMPRESA
2020,11,Ministério da Saúde,Saúde,SP,11880951.14,SIM,PESSOA
2020,11,Ministério da Educação,Educação,SP,7748035.79,SIM,PESSOA
2020,11,Ministério da Justiça,Segurança,SP,4920791.29,SIM,EMPRESA
2020,11,Ministério da Saúde,Saúde,RJ,14749442.86,SIM,PESSOA
2020,11,Ministério da Educação,Educação,RJ,8240690.05,SIM,PESSOA
2020,11,Ministério da Justiça,Segurança,RJ,5248594.26,SIM,PESSOA
2020,11,Ministério da Saúde,Saúde,MG,11875981.23,SIM,PESSOA
2020,11,Ministério da Educação,Educação,MG,9461565.66,SIM,EMPRESA
2020,11,Ministério da Justiça,Segurança,MG,5556975.55,SIM,EMPRESA
2020,11,Ministério da Saúde,Saúde,BA,14818593.31,SIM,EMPRESA
2020,11,Ministério da Educação,Educação,BA,9282832.99,SIM,PESSOA
2020,11,Ministério da Justiça,Segurança,BA,5187362.09,NAO,EMPRESA
2020,11,Ministério da Saúde,Saúde,PR,14632338.99,SIM,EMPRESA
2020,11,Ministério da Educação,Educação,PR,8160357.0,SIM,PESSOA
2020,11,Ministério da Justiça,Segurança,PR,5145651.91,SIM,EMPRESA
2020,11,Ministério da Saúde,Saúde,RS,13600640.68,SIM,PESSOA
2020,11,Ministério da Educação,Educação,RS,9271787.38,SIM,EMPRESA
2020,11,Ministério da Justiça,Segurança,RS,5230935.83,NAO,EMPRESA
2020,11,Ministério da Saúde,Saúde,SC,13574627.37,SIM,PESSOA
2020,11,Ministério da Educação,Educação,SC,8015432.32,SIM,PESSOA
2020,11,Ministério da Justiça,Segurança,SC,6285367.51,SIM,EMPRESA
2020,11,Ministério da Saúde,Saúde,PE,17230867.07,SIM,EMPRESA
2020,11,Ministério da Educação,Educação,PE,10865015.2,NAO,EMPRESA
2020,11,Ministério da Justiça,Segurança,PE,6420152.83,SIM,EMPRESA
2020,11,Ministério da Saúde,Saúde,CE,15669269.48,SIM,EMPRESA
2020,11,Ministério da Educação,Educação,CE,9591295.95,SIM,PESSOA
2020,11,Ministério da Justiça,Segurança,CE,8242361.81,SIM,EMPRESA
2020,11,Ministério da Saúde,Saúde,PA,15509232.12,SIM,EMPRESA
2020,11,Ministério da Educação,Educação,PA,11375036.16,NAO,PESSOA
2020,11,Ministério da Justiça,Segurança,PA,5492884.86,SIM,PESSOA
2020,12,Ministério da Saúde,Saúde,SP,11692942.64,NAO,PESSOA
2020,12,Ministério da Educação,Educação,SP,7899434.5,NAO,PESSOA
2020,12,Ministério da Justiça,Segurança,SP,4323728.87,SIM,PESSOA
2020,12,Ministério da Saúde,Saúde,RJ,13451180.87,SIM,EMPRESA
2020,12,Ministério da Educação,Educação,RJ,8041605.2,SIM,PESSOA
2020,12,Ministério da Justiça,Segurança,RJ,5880905.07,SIM,PESSOA
2020,12,Ministério da Saúde,Saúde,MG,11661037.9,SIM,EMPRESA
2020,12,Ministério da Educação,Educação,MG,7134175.34,SIM,EMPRESA
2020,12,Ministério da Justiça,Segurança,MG,5439104.48,NAO,PESSOA
2020,12,Ministério da Saúde,Saúde,BA,14736661.07,SIM,EMPRESA
2020,12,Ministério da Educação,Educação,BA,8385695.05,NAO,EMPRESA
2020,12,Ministério da Justiça,Segurança,BA,5620661.47,NAO,EMPRESA
2020,12,Ministério da Saúde,Saúde,PR,13566127.6,SIM,EMPRESA
2020,12,Ministério da Educação,Educação,PR,10492609.73,SIM,PESSOA
2020,12,Ministério da Justiça,Segurança,PR,4481617.78,SIM,PESSOA
2020,12,Ministério da Saúde,Saúde,RS,12650898.44,SIM,PESSOA
2020,12,Ministério da Educação,Educação,RS,10349470.68,NAO,PESSOA
2020,12,Ministério da Justiça,Segurança,RS,6096987.58,SIM,EMPRESA
2020,12,Ministério da Saúde,Saúde,SC,12927819.51,SIM,EMPRESA
2020,12,Ministério da Educação,Educação,SC,10413522.04,SIM,PESSOA
2020,12,Ministério da Justiça,Segurança,SC,5666288.09,NAO,EMPRESA
2020,12,Ministério da Saúde,Saúde,PE,12943421.86,SIM,EMPRESA
2020,12,Ministério da Educação,Educação,PE,8305516.34,SIM,EMPRESA
2020,12,Ministério da Justiça,Segurança,PE,5932996.1,NAO,EMPRESA
2020,12,Ministério da Saúde,Saúde,CE,17391621.9,NAO,EMPRESA
2020,12,Ministério da Educação,Educação,CE,10920385.73,SIM,EMPRESA
2020,12,Ministério da Justiça,Segurança,CE,6809413.95,SIM,PESSOA
